#chr	start	end	gene	GM12878	HeLaS3	HMEC	HUVEC	IMR90	K562	NHEK
chr17	6944949	6947242	ENSG00000174326	0.41	0.17	0.0	0.0	0.01	0.0	0.0
chr17	6939394	6943440	ENSG00000174327	2.43	0.81	7.28	2.55	1.47	0.21	1.53
chr1	53971910	54199877	ENSG00000174332	0.0	0.0	0.0	0.03	1.36	0.0	0.0
chr5	180166042	180167099	ENSG00000174339	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4	40337346	40357234	ENSG00000174343	0.0	25.69	0.07	0.0	0.0	0.01	0.02
chr1	53527854	53551174	ENSG00000174348	0.01	0.0	0.0	0.37	4.03	0.0	0.0
chr7	72440227	72476445	ENSG00000174353	16.93	11.1	4.63	3.98	8.93	42.7	7.19
chr5	1201710	1225232	ENSG00000174358	0.0	0.0	0.0	0.0	0.0	0.07	0.0
chr20	37075221	37079564	ENSG00000174365	13.9	2.81	6.34	0.68	9.58	7.46	6.27
chr11	128769460	128775930	ENSG00000174370	0.0	0.66	7.9	0.31	1.09	0.0	5.11
chr1	242011269	242058450	ENSG00000174371	26.8	56.53	7.93	11.41	3.28	69.39	3.05
chr14	36007558	36278510	ENSG00000174373	9.33	6.56	4.74	7.0	3.91	2.86	8.31
chr7	72507941	72515008	ENSG00000174384	8.18	0.17	2.63	0.03	2.97	5.12	4.14
chr20	61141550	61148733	ENSG00000174403	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr13	108859787	108870716	ENSG00000174405	6.59	4.03	2.57	10.86	3.11	2.59	9.21
chr20	61147660	61167971	ENSG00000174407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13	107516164	107516634	ENSG00000174408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	110098850	110131813	ENSG00000174417	0.0	0.14	0.0	0.0	0.0	0.02	0.0
chr13	107078121	107078470	ENSG00000174418	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	74508364	74565623	ENSG00000174428	3.83	41.29	3.58	13.3	7.04	1.26	5.92
chr8	107771711	107782473	ENSG00000174429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	110718561	110788898	ENSG00000174437	13.96	134.81	104.16	210.25	105.5	6.31	71.49
chr15	66797297	66842115	ENSG00000174442	41.58	73.51	17.61	75.34	7.23	73.09	19.73
chr15	66790355	66816870	ENSG00000174444	1406.8	2351.45	3196.37	739.66	2642.87	2719.87	2806.43
chr15	66782473	66790151	ENSG00000174446	27.83	17.43	18.36	10.25	16.68	128.35	9.02
chr18	51850728	51884334	ENSG00000174448	0.09	0.0	0.12	0.0	0.03	0.17	0.17
chr15	23684645	23692381	ENSG00000174450	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2	215275789	215443683	ENSG00000174453	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	110465872	110511491	ENSG00000174456	6.72	1.94	4.77	1.47	4.74	4.18	4.33
chrX	117957753	117960931	ENSG00000174460	0.0	0.0	0.01	0.0	0.04	0.0	0.0
chr7	145813453	148118090	ENSG00000174469	0.0	0.0	2.19	0.0	0.0	0.0	0.81
chr4	172733405	173962710	ENSG00000174473	0.0	0.35	0.0	0.0	0.0	0.32	0.01
chr9	27948076	28670283	ENSG00000174482	0.0	0.3	2.21	0.0	0.0	0.0	0.05
chr11	66278077	66301098	ENSG00000174483	4.73	14.8	10.56	11.68	13.4	8.25	6.54
chr15	65950384	66084631	ENSG00000174485	13.42	15.1	4.45	14.35	2.8	7.33	5.62
chr7	28318830	28319319	ENSG00000174495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr15	65619465	65670378	ENSG00000174498	0.06	0.0	0.0	0.0	0.12	0.0	0.0
chr3	111839688	111852152	ENSG00000174500	59.48	0.22	2.54	0.17	0.0	0.19	1.62
chr2	96514587	96657541	ENSG00000174501	9.94	6.52	0.87	9.88	0.89	2.36	2.88
chr1	205882176	205912588	ENSG00000174502	0.23	0.0	0.0	0.06	0.0	0.01	0.02
chr1	205538013	205572046	ENSG00000174514	1.59	0.28	0.84	0.08	0.2	0.67	0.21
chr11	66234216	66244808	ENSG00000174516	0.24	6.34	3.28	1.43	4.03	0.12	1.18
chr19	40721965	40724306	ENSG00000174521	0.02	0.1	0.0	0.0	0.02	0.0	0.0
chr12	109785708	109893328	ENSG00000174527	0.0	0.48	0.0	0.0	0.05	0.0	0.0
chr1	205052258	205053645	ENSG00000174529	0.24	1.01	1.38	0.14	0.98	2.64	0.8
chr11	66202546	66234209	ENSG00000174547	161.14	22.14	31.93	17.28	29.49	25.53	29.23
chr19	51328545	51340469	ENSG00000174562	0.0	0.0	0.0	0.0	0.0	0.01	0.0
chr3	136665072	136729927	ENSG00000174564	0.11	22.06	66.12	0.08	0.64	7.21	134.73
chr1	204167288	204183220	ENSG00000174567	0.0	0.0	0.15	0.0	0.21	0.0	0.26
chr6	27179023	27179692	ENSG00000174572	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	39456895	39471731	ENSG00000174574	40.77	27.68	29.61	37.57	28.53	13.24	63.6
chr11	66188475	66194178	ENSG00000174576	0.0	0.0	0.0	0.0	0.35	0.0	0.0
chr3	135867764	135916083	ENSG00000174579	2.29	4.55	6.58	3.06	4.55	1.74	5.36
chr19	58865723	58874214	ENSG00000174586	0.35	0.93	0.26	0.05	0.16	0.03	0.16
chr4	118004718	118006736	ENSG00000174599	0.01	0.0	0.64	0.07	1.7	0.03	0.87
chr12	108681821	108733118	ENSG00000174600	15.86	0.0	0.03	0.03	0.0	0.08	0.0
chr1	213165524	213189168	ENSG00000174606	20.15	10.57	9.91	12.39	8.74	5.53	14.4
chr4	115519611	115599380	ENSG00000174607	0.45	0.0	1.39	0.0	0.0	4.63	0.94
chr3	134321980	134370478	ENSG00000174611	0.0	0.0	0.03	0.0	0.05	0.0	0.02
chr16	19727778	19868907	ENSG00000174628	2.11	0.86	4.39	4.01	2.54	7.47	5.47
chr3	133651540	133771028	ENSG00000174640	0.0	0.08	0.63	1.06	0.82	0.0	0.44
chr19	9523272	9546254	ENSG00000174652	8.3	13.4	5.66	6.95	7.49	6.67	4.74
chr19	9324526	9325542	ENSG00000174667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	66129992	66139685	ENSG00000174669	1.47	2.39	3.76	0.11	0.75	1.51	0.98
chr11	1411129	1483919	ENSG00000174672	0.0	1.34	0.12	0.25	0.39	0.0	0.05
chr19	53818390	53819296	ENSG00000174677	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chrX	37400330	37404515	ENSG00000174678	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr21	31120494	31136321	ENSG00000174680	0.0	0.0	0.0	0.0	0.0	0.04	0.0
chr11	66112843	66115163	ENSG00000174684	6.01	4.0	7.9	7.1	11.88	0.61	2.93
chr5	82348665	82373682	ENSG00000174695	120.76	20.87	17.2	24.92	29.55	273.14	55.52
chr7	127881337	127897681	ENSG00000174697	0.0	0.0	0.02	0.0	0.0	0.0	0.06
chr5	171752185	171881527	ENSG00000174705	0.26	3.53	10.1	15.62	9.26	0.02	9.76
chr3	138362716	138363536	ENSG00000174715	0.0	0.0	0.0	0.22	0.0	0.08	0.0
chr12	32112304	32146039	ENSG00000174718	19.78	23.21	7.88	41.91	3.22	25.2	11.11
chr4	113558120	113578748	ENSG00000174720	41.88	66.35	8.79	55.29	11.13	50.74	21.58
chr10	93666346	93669240	ENSG00000174721	0.39	0.18	0.08	0.04	0.23	0.61	0.12
chr3	23986751	24022109	ENSG00000174738	0.36	16.06	4.42	12.28	5.37	1.3	6.01
chrX	90689594	90693583	ENSG00000174740	0.0	0.0	0.01	0.0	0.41	0.0	0.0
chr11	66104804	66112596	ENSG00000174744	54.54	22.24	53.9	32.24	31.12	2.97	34.72
chr3	23958036	23965183	ENSG00000174748	1510.86	927.04	2754.56	403.32	2700.37	3942.3	1239.74
chr4	113066553	113116412	ENSG00000174749	5.34	0.88	1.48	2.29	0.15	1.97	1.64
chr11	532242	537287	ENSG00000174775	9.67	34.13	165.62	63.97	79.54	3.7	63.07
chr3	167196472	167371771	ENSG00000174776	0.0	0.0	0.0	0.0	0.0	0.0	0.02
chr4	57333081	57369839	ENSG00000174780	106.85	82.52	115.31	111.07	55.17	361.75	99.53
chr19	7696497	7698634	ENSG00000174788	0.08	0.16	0.02	0.0	0.0	0.13	0.0
chr11	66097713	66104311	ENSG00000174791	0.27	14.91	16.11	1.38	13.42	0.01	5.94
chr4	76481258	76491095	ENSG00000174792	0.0	0.06	0.08	0.0	0.0	0.0	0.25
chr4	76439156	76475683	ENSG00000174796	9.81	11.03	3.74	4.02	4.11	18.73	6.7
chr4	56815037	56899529	ENSG00000174799	4.74	9.12	1.44	8.65	1.77	3.32	3.05
chr11	86656721	86666433	ENSG00000174804	0.03	5.6	0.36	24.53	2.41	0.99	0.31
chr11	66081958	66084515	ENSG00000174807	0.18	0.0	0.0	0.04	144.07	0.0	0.07
chr4	75669969	75719896	ENSG00000174808	0.0	0.38	0.3	0.0	0.0	0.0	0.33
chr1	145726918	145764074	ENSG00000174827	0.16	0.46	0.47	0.74	1.44	0.05	0.12
chr19	6887577	6940470	ENSG00000174837	5.44	0.24	0.0	0.0	0.0	0.12	0.0
chr3	57611184	57678816	ENSG00000174839	3.96	9.46	7.55	7.92	2.5	2.15	13.05
chr3	57542003	57552571	ENSG00000174840	11.1	2.35	12.05	3.26	6.18	1.78	8.62
chr1	92711959	92764544	ENSG00000174842	21.58	6.16	2.9	7.51	2.88	15.16	6.3
chr3	57327727	57530071	ENSG00000174844	0.16	0.15	0.01	0.0	0.01	0.03	0.0
chr11	66052051	66056641	ENSG00000174851	81.74	9.77	126.06	10.53	132.67	22.96	45.43
chr11	66045661	66052772	ENSG00000174871	0.11	0.0	0.44	0.09	2.18	0.0	0.09
chr1	104230037	104239302	ENSG00000174876	0.0	0.0	0.0	0.0	0.0	0.0	0.01
chr11	278365	285359	ENSG00000174885	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr19	5891287	5904017	ENSG00000174886	417.0	12.21	375.3	15.62	823.98	139.48	68.5
chr3	157823644	158263519	ENSG00000174891	23.97	57.26	6.06	33.34	2.49	45.88	6.28
chr19	5720688	5778745	ENSG00000174898	0.04	0.0	0.01	0.0	0.0	0.0	0.01
chr3	157261035	157395538	ENSG00000174899	0.0	0.0	0.22	1.51	0.64	1.1	0.26
chr11	66036004	66044963	ENSG00000174903	50.04	28.96	162.97	41.29	160.01	4.15	74.97
chr3	156431673	156432717	ENSG00000174912	0.15	1.75	0.38	0.14	0.56	1.48	1.71
chr11	56467864	56468781	ENSG00000174914	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	448268	491393	ENSG00000174915	9.07	30.05	23.44	23.5	17.14	0.52	12.16
chr19	5678432	5680907	ENSG00000174917	71.1	5.34	33.61	7.88	31.53	29.42	19.79
chr3	155480401	155524140	ENSG00000174928	0.64	3.25	0.9	1.59	0.74	5.19	1.55
chr3	155737435	155755475	ENSG00000174930	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	56236964	56238014	ENSG00000174937	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr16	29882480	29910868	ENSG00000174938	0.04	20.08	2.5	1.99	6.79	0.15	0.39
chr16	29911696	29931185	ENSG00000174939	0.15	11.46	1.91	0.39	9.31	0.0	0.4
chr16	29916333	29938356	ENSG00000174943	9.11	11.62	7.58	2.76	13.05	0.74	4.28
chr3	150929905	150996255	ENSG00000174944	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	2719156	2815134	ENSG00000174945	0.46	0.0	0.11	0.0	1.01	0.0	0.02
chr3	150915619	150920988	ENSG00000174946	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	154055461	154147504	ENSG00000174948	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	27705666	27709870	ENSG00000174950	0.0	0.0	1.0	0.0	0.0	0.02	1.51
chr19	49251268	49258647	ENSG00000174951	0.0	0.29	4.31	0.19	0.05	1.83	1.97
chr3	153990335	154042286	ENSG00000174953	11.28	90.68	23.08	74.82	18.81	37.44	37.98
chr11	55944094	55945032	ENSG00000174957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	147103833	147124647	ENSG00000174963	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	55734975	55735990	ENSG00000174970	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr17	18553508	18554855	ENSG00000174977	0.1	3.61	0.27	2.84	0.27	0.58	0.47
chr11	55418380	55419315	ENSG00000174982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	117348761	117468953	ENSG00000174989	1.74	5.52	4.35	14.05	13.15	0.44	2.84
chr16	87921625	87970135	ENSG00000174990	0.0	0.0	0.0	0.0	0.0	0.08	0.0
chr16	29789561	29793096	ENSG00000174992	0.0	0.0	0.0	0.0	0.0	0.0	0.01
chr11	66024765	66035331	ENSG00000174996	11.26	39.47	14.73	55.89	14.05	0.01	5.21
chr6	160542821	160579750	ENSG00000175003	0.0	0.0	0.06	0.0	0.07	0.0	0.46
chr10	127265091	127371713	ENSG00000175018	0.0	1.18	0.03	0.0	0.0	0.13	0.0
chr10	126676421	126849739	ENSG00000175029	0.51	27.75	97.01	29.67	53.53	1.03	40.04
chr3	142838173	142841800	ENSG00000175040	1.33	0.0	2.76	2.14	1.2	3.63	1.15
chr6	157802165	158099178	ENSG00000175048	0.37	0.21	1.92	4.26	1.3	0.63	3.64
chr3	142168077	142297668	ENSG00000175054	18.4	5.64	16.66	12.95	12.48	23.43	24.84
chr17	16342136	16381992	ENSG00000175061	288.96	310.67	472.74	80.79	383.77	414.5	551.59
chr20	44441215	44445596	ENSG00000175063	276.75	19.11	106.5	10.52	76.67	0.56	26.11
chr18	28956740	28994875	ENSG00000175065	0.18	0.0	0.1	0.0	0.0	0.0	0.1
chr3	141882414	141944449	ENSG00000175066	3.71	19.7	2.39	8.83	6.06	3.3	6.95
chr8	67540722	67579452	ENSG00000175073	5.71	3.3	1.62	3.92	1.13	2.02	2.7
chr3	186915274	186919253	ENSG00000175077	0.0	0.0	0.01	0.0	0.0	0.0	0.0
chr2	220283099	220291461	ENSG00000175084	0.0	1.87	0.05	0.0	3.19	2.31	0.0
chr1	26437664	26452034	ENSG00000175087	10.08	1.7	1.15	0.73	0.92	12.93	1.73
chr3	140770244	140867453	ENSG00000175093	0.0	0.0	0.01	0.0	0.0	0.0	0.0
chr11	36597124	36619829	ENSG00000175097	0.0	0.0	0.0	0.0	0.0	0.23	0.0
chr11	36508577	36531822	ENSG00000175104	6.43	2.15	4.7	3.58	3.89	3.07	8.52
chr3	88188254	88193815	ENSG00000175105	4.78	1.66	1.7	2.83	1.68	1.68	3.16
chr17	15341205	15466909	ENSG00000175106	1.3	5.55	2.08	6.0	5.07	4.87	3.25
chr3	138724648	139076065	ENSG00000175110	55.54	53.52	33.73	57.23	35.15	240.69	51.72
chr11	65837834	66012218	ENSG00000175115	4.22	69.35	15.41	53.81	20.66	0.19	8.46
chr20	43738093	43743813	ENSG00000175121	0.03	0.0	0.29	0.0	0.0	0.0	2.87
chr1	32799433	32801980	ENSG00000175130	126.45	2.94	10.96	17.73	140.72	13.29	4.78
chr1	249104648	249120832	ENSG00000175137	0.8	19.46	14.2	12.74	23.13	1.25	7.44
chr1	248569296	248570405	ENSG00000175143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	15442448	15478960	ENSG00000175147	0.0	0.21	0.35	0.0	0.01	0.0	0.44
chr17	57409050	57479090	ENSG00000175155	0.63	14.96	1.23	36.13	1.53	0.11	2.62
chr3	85008132	86123579	ENSG00000175161	0.02	0.0	0.0	0.0	0.01	0.08	0.01
chr9	136125788	136150617	ENSG00000175164	0.0	0.0	0.0	0.0	0.0	0.06	0.0
chr3	184016497	184026842	ENSG00000175166	315.69	143.2	345.65	315.19	329.27	136.28	330.9
chr20	25744102	25848861	ENSG00000175170	0.05	0.17	0.0	0.0	0.0	0.0	0.05
chr17	56833230	57058983	ENSG00000175175	0.01	0.0	0.01	0.0	0.02	0.4	0.0
chr3	184053714	184064063	ENSG00000175182	1.06	3.31	8.7	3.28	12.62	0.57	6.12
chr12	77252495	77272840	ENSG00000175183	0.52	10.84	30.11	3.8	115.31	3.89	42.14
chr12	57828543	57844611	ENSG00000175189	0.05	0.0	0.03	0.0	0.06	0.07	0.02
chr3	183547173	183602721	ENSG00000175193	70.49	14.87	28.72	14.2	27.4	33.93	38.51
chr12	57910371	57914300	ENSG00000175197	13.57	25.97	6.45	5.7	35.11	219.2	14.4
chr13	100741269	101182686	ENSG00000175198	8.78	12.04	3.34	14.08	4.63	5.72	4.14
chr15	72968124	72978490	ENSG00000175202	0.0	0.0	0.01	0.0	0.0	0.04	0.0
chr12	57923885	57941114	ENSG00000175203	85.22	158.34	160.43	200.33	116.19	62.11	97.76
chr1	11905766	11908402	ENSG00000175206	0.12	0.0	0.0	0.07	0.0	0.0	0.0
chr11	46722368	46727462	ENSG00000175213	6.14	4.16	5.2	1.81	7.17	0.16	2.25
chr12	58213710	58240522	ENSG00000175215	21.31	121.02	40.99	83.9	101.71	20.01	31.18
chr11	46764598	46867847	ENSG00000175216	41.03	84.3	42.91	84.2	38.24	81.7	49.93
chr11	46698630	46722165	ENSG00000175220	15.3	14.1	18.36	14.43	50.99	3.3	11.11
chr19	867962	893218	ENSG00000175221	28.2	6.91	16.46	11.47	28.17	0.25	5.56
chr11	46638826	46696368	ENSG00000175224	28.86	12.1	26.9	11.31	31.71	13.72	18.69
chr11	65809423	65816651	ENSG00000175229	0.0	0.22	0.0	0.0	0.13	0.0	0.0
chr1	11006528	11042094	ENSG00000175262	0.5	0.0	0.0	0.0	0.0	0.0	0.0
chr11	45670427	45687172	ENSG00000175264	0.0	0.0	0.02	2.61	0.13	0.04	0.0
chr15	34671269	34880704	ENSG00000175265	11.0	581.71	19.18	33.38	27.38	13.63	34.44
chr16	22103859	22168287	ENSG00000175267	0.0	0.02	0.0	0.09	0.0	0.0	0.03
chr11	44907454	44972840	ENSG00000175274	0.25	0.06	5.26	9.09	14.21	0.01	12.15
chr1	10490159	10512210	ENSG00000175279	36.76	79.9	14.42	32.66	8.95	10.92	6.83
chr9	131707809	131709898	ENSG00000175283	12.48	1.71	29.67	3.3	14.95	2.46	12.26
chr9	131683174	131704320	ENSG00000175287	0.24	0.0	1.31	0.0	5.44	0.43	2.64
chr11	65784223	65793988	ENSG00000175294	0.0	3.72	0.37	0.51	0.58	0.8	0.02
chr21	14756570	14800094	ENSG00000175302	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8	95891998	95908906	ENSG00000175305	25.34	12.28	23.81	4.48	5.65	30.01	2.0
chr5	177635498	177659792	ENSG00000175309	14.35	28.9	6.9	14.28	15.77	5.57	21.91
chr16	21244986	21263750	ENSG00000175311	0.0	0.0	0.01	0.0	0.0	0.0	0.0
chr11	65779312	65780976	ENSG00000175315	0.0	0.32	5.95	0.0	1.91	0.0	0.78
chr15	72452148	72490126	ENSG00000175318	0.0	1.23	9.4	0.03	0.08	0.0	3.25
chr18	14152998	14157341	ENSG00000175319	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr18	14057456	14132489	ENSG00000175322	8.54	2.56	1.19	0.58	1.49	5.99	2.09
chr8	38020839	38034248	ENSG00000175324	67.37	21.21	10.74	60.99	31.28	59.85	15.73
chr5	177419236	177423243	ENSG00000175325	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr22	35462129	35483380	ENSG00000175329	0.44	0.0	0.0	0.0	0.0	0.0	0.0
chr11	65769550	65771620	ENSG00000175334	283.24	18.87	111.18	15.06	155.53	476.83	86.16
chr12	56754353	56756607	ENSG00000175336	0.08	0.0	0.0	0.0	0.0	0.11	0.0
chr15	32322691	32464722	ENSG00000175344	0.0	0.47	0.01	0.2	0.04	0.0	0.31
chr11	8968841	8986558	ENSG00000175348	33.45	4.58	21.42	7.91	15.87	6.7	34.22
chr11	9002123	9025596	ENSG00000175352	0.0	0.0	1.0	11.74	7.43	3.68	0.56
chr18	12785477	12929642	ENSG00000175354	44.03	206.39	13.07	43.97	8.35	35.11	21.49
chr11	9041071	9159661	ENSG00000175356	0.0	0.0	0.4	0.14	0.26	0.09	0.85
chr11	65764016	65769647	ENSG00000175376	23.95	19.01	29.18	15.66	21.04	76.7	16.69
chr18	45357922	45457515	ENSG00000175387	39.66	89.76	40.15	58.87	26.58	12.68	48.92
chr11	7991798	8023409	ENSG00000175390	111.57	370.79	177.78	233.95	197.8	46.18	88.78
chr10	38238500	38265561	ENSG00000175395	1.85	0.54	0.9	6.58	3.27	1.08	1.5
chr12	56030644	56031638	ENSG00000175398	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr5	175792471	175828866	ENSG00000175414	1.14	0.01	1.32	6.19	3.85	0.34	0.88
chr5	175819456	175843570	ENSG00000175416	11.32	20.55	238.75	61.41	64.43	2.89	183.59
chr5	95726119	95769847	ENSG00000175426	0.09	5.65	0.0	3.1	0.0	0.01	0.01
chr8	19759228	19824769	ENSG00000175445	0.0	0.03	0.11	0.15	0.01	1.86	0.0
chr5	94982458	95020477	ENSG00000175449	4.7	0.21	1.45	0.56	0.94	443.75	1.97
chr3	123616152	123680564	ENSG00000175455	12.81	42.1	19.74	24.01	65.57	28.31	26.93
chr11	67171386	67177560	ENSG00000175463	37.66	0.3	0.0	0.09	0.05	0.01	0.0
chr11	65729160	65747299	ENSG00000175467	31.05	70.83	13.13	55.38	27.86	4.94	8.26
chr10	133747955	133773331	ENSG00000175470	2.69	14.15	28.72	13.36	14.86	2.26	24.14
chr5	94039446	94620279	ENSG00000175471	11.68	15.89	2.96	199.32	0.13	0.46	2.79
chr11	67118248	67124443	ENSG00000175482	86.22	11.51	62.13	4.08	85.93	5.14	20.26
chr11	6220376	6221489	ENSG00000175485	0.0	0.11	0.0	0.0	0.01	0.0	0.0
chr19	18501954	18508427	ENSG00000175489	0.48	0.0	0.0	0.0	0.02	0.01	0.0
chr2	115199876	116603328	ENSG00000175497	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	67131639	67141648	ENSG00000175505	0.15	5.05	11.1	1.42	17.97	0.52	1.54
chr2	114425055	114426198	ENSG00000175509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	65712916	65727434	ENSG00000175513	0.0	0.0	0.01	0.0	0.13	0.0	0.0
chr11	67218772	67220200	ENSG00000175514	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	5535623	5537935	ENSG00000175518	0.01	0.0	0.0	0.0	0.31	0.07	0.06
chr11	5528530	5531215	ENSG00000175520	0.0	0.0	0.0	0.0	0.02	0.01	0.0
chr10	118305443	118327367	ENSG00000175535	0.0	0.0	0.0	0.0	0.0	0.0	0.01
chr11	74202757	74204778	ENSG00000175536	4.2	0.67	2.14	0.1	1.11	0.79	1.31
chr11	74165886	74178774	ENSG00000175538	0.0	0.0	0.03	0.48	0.03	1.65	0.01
chr11	67219877	67226699	ENSG00000175544	0.0	0.0	0.41	0.48	0.0	0.0	0.0
chr12	38710380	38717784	ENSG00000175548	4.12	1.49	6.89	0.29	2.58	0.47	2.32
chr11	65686728	65689032	ENSG00000175550	105.41	25.46	187.95	40.51	221.35	10.48	75.4
chrX	118108581	118152318	ENSG00000175556	0.0	3.34	0.09	0.46	0.0	1.65	0.0
chr11	73711326	73720480	ENSG00000175564	0.19	0.74	0.23	0.19	0.52	0.01	0.3
chr11	73685712	73694352	ENSG00000175567	165.32	9.99	3.32	1.8	7.59	146.2	0.62
chr11	65684279	65686588	ENSG00000175573	2.21	2.42	24.37	1.81	66.93	4.03	10.36
chr11	73587744	73638790	ENSG00000175575	35.7	10.93	10.04	5.96	10.0	60.42	9.87
chr11	73498361	73576178	ENSG00000175581	72.72	48.17	24.29	16.18	18.93	161.57	40.25
chr11	73386683	73472182	ENSG00000175582	26.21	133.92	91.72	180.52	42.84	12.77	81.35
chr11	72929343	72947397	ENSG00000175591	0.0	1.51	19.85	3.14	0.01	0.0	2.86
chr11	65659520	65668044	ENSG00000175592	3.25	14.72	22.72	42.37	68.76	3.01	12.25
chr16	14014014	14046202	ENSG00000175595	13.43	4.38	1.88	13.32	1.95	3.06	3.47
chr7	40174575	40900362	ENSG00000175600	0.2	0.29	52.12	0.68	5.3	0.56	75.37
chr11	65657875	65659105	ENSG00000175602	80.98	17.09	11.24	12.31	29.75	0.11	2.96
chr16	12180603	12184159	ENSG00000175604	0.22	0.0	0.0	0.0	0.0	0.01	0.0
chr8	74884672	74895018	ENSG00000175606	64.22	13.71	23.04	14.14	17.16	10.31	30.06
chr9	98521513	98638259	ENSG00000175611	3.9	9.73	2.14	3.14	2.47	1.5	2.18
chr11	48238344	48239314	ENSG00000175619	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	67195931	67202872	ENSG00000175634	66.5	18.62	42.65	20.12	33.16	2.49	34.99
chr16	11343476	11445619	ENSG00000175643	6.17	35.08	10.81	4.19	4.15	9.53	4.38
chr16	11374693	11375207	ENSG00000175646	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1	148900615	148903715	ENSG00000175658	0.0	0.0	0.0	0.0	0.02	0.0	0.0
chr17	17746828	17875736	ENSG00000175662	4.61	10.05	33.92	27.31	33.41	0.26	20.62
chr13	31506840	31549639	ENSG00000175664	0.0	0.0	0.0	0.0	0.02	0.0	0.0
chr15	23435096	23448420	ENSG00000175676	0.0	0.0	0.0	0.05	0.0	0.0	0.0
chr19	2933216	2944969	ENSG00000175691	1.26	2.82	2.93	3.25	2.3	4.08	3.38
chr3	119883492	120003941	ENSG00000175697	0.08	0.14	0.19	0.07	0.05	0.01	0.1
chr14	94463616	94478040	ENSG00000175699	0.04	0.0	0.01	0.0	0.0	0.0	0.0
chr2	110969106	111002997	ENSG00000175701	75.31	5.46	23.73	4.7	7.7	22.16	18.77
chr1	27276053	27286897	ENSG00000175707	0.0	0.0	19.0	0.0	0.01	0.4	7.57
chr17	80900031	81009686	ENSG00000175711	7.29	25.32	3.05	20.73	9.23	7.18	1.24
chrX	114423963	114427431	ENSG00000175718	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr12	122516628	122631894	ENSG00000175727	2.45	5.17	10.39	14.86	6.98	2.13	3.11
chr11	130542851	130587247	ENSG00000175728	0.0	0.03	0.02	0.0	0.03	0.0	0.03
chr20	31276723	31278816	ENSG00000175730	2.12	0.0	0.99	0.07	0.37	0.81	3.96
chr7	39894093	39894655	ENSG00000175741	4.0	2.47	8.13	2.26	2.11	1.19	0.73
chr5	92919043	92930321	ENSG00000175745	0.01	33.32	3.5	43.91	81.19	0.0	0.02
chr15	39542885	39547046	ENSG00000175746	0.0	0.0	0.09	4.76	0.22	0.0	0.03
chr5	102368080	102368735	ENSG00000175749	0.0	0.0	0.05	0.0	0.07	0.0	0.02
chr1	1309110	1310875	ENSG00000175756	235.93	121.03	89.41	135.28	68.51	20.22	48.91
chr9	124584207	124855885	ENSG00000175764	2.68	2.97	3.84	3.46	2.95	0.78	4.47
chr5	176057683	176073642	ENSG00000175766	0.0	0.0	0.0	0.0	0.01	0.0	0.0
chr9	37582643	37592639	ENSG00000175768	366.94	50.57	122.36	92.3	133.19	1146.65	130.67
chr2	111132715	111142019	ENSG00000175772	0.06	0.56	0.18	0.64	0.2	0.0	2.2
chr11	130184888	130263688	ENSG00000175773	0.0	0.0	0.06	0.16	0.0	0.09	0.0
chr15	38988799	38992239	ENSG00000175779	0.37	0.0	0.0	0.0	0.01	0.0	0.0
chr12	69139886	69187508	ENSG00000175782	8.93	5.12	6.64	4.16	3.2	2.18	4.65
